filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
1-187207-A.ogg,0.3327593207359314,0.11861220002174377,1446.6587337520236,1563.323278553388,2689.0584309895835,0.07207573784722222,-283.9186706542969,103.4847640991211,-9.540017127990723,9.039738655090332,-20.825244903564453,4.04101037979126,1.4020965099334717,-6.0517120361328125,5.723294734954834,9.064997673034668,0.11301351338624954,-2.018550395965576,-5.497589588165283,-1.0200003385543823,3.6502084732055664,10.74210262298584,11.221010208129883,6.256585597991943,-4.083068370819092,-5.985121726989746,Crying
1-211527-A.ogg,0.3113563060760498,0.053936365991830826,3134.2188147460133,2055.55528361363,5182.224527994792,0.20167598017939814,-301.3019714355469,7.537918567657471,-48.05552673339844,31.096240997314453,-11.250945091247559,0.4519863724708557,8.81503963470459,12.84555435180664,2.553189277648926,-2.427184581756592,-2.4958887100219727,11.236595153808594,0.8389744162559509,37.42586135864258,19.631357192993164,19.419984817504883,0.08168185502290726,-0.9643579125404358,-8.061797142028809,8.384391784667969,Crying
1-211527-B.ogg,0.45831534266471863,0.06769760698080063,2262.9361539112306,1996.9986301413492,4283.2631429036455,0.11505353009259259,-200.48321533203125,83.21590423583984,-56.00212097167969,14.615067481994629,-28.01013946533203,9.470006942749023,13.430867195129395,11.726171493530273,-4.829926013946533,-0.03595111891627312,0.45307886600494385,7.722087383270264,-1.9191685914993286,12.63231086730957,6.4742279052734375,17.297576904296875,16.767004013061523,12.16025161743164,-0.22033564746379852,6.331358909606934,Crying
1-211527-C.ogg,0.2750096321105957,0.07127896696329117,3205.1702547667223,2144.8070224986564,5242.836507161458,0.1957420066550926,-262.3581848144531,-8.099164009094238,-58.33705139160156,13.784366607666016,-26.407764434814453,-4.507129192352295,17.89519500732422,7.791608810424805,-8.490354537963867,-2.1609575748443604,-2.6043994426727295,15.423999786376953,0.6794392466545105,50.69236373901367,33.57046890258789,22.93398666381836,-6.089295387268066,-3.119189500808716,-9.702801704406738,12.029407501220703,Crying
1-22694-A.ogg,0.3940497636795044,0.05485966056585312,3108.3280702214547,2688.0159952881377,6501.6815185546875,0.1733714916087963,-299.6584777832031,51.89775848388672,-25.59939956665039,5.172604084014893,0.21372321248054504,11.535204887390137,-4.316173553466797,19.230552673339844,-5.635750770568848,3.9565768241882324,-5.0198974609375,2.922438144683838,-9.656123161315918,1.4896680116653442,1.4201035499572754,11.507975578308105,9.082436561584473,18.268537521362305,-6.201206684112549,1.1402935981750488,Crying
1-22694-B.ogg,0.5028115510940552,0.033289458602666855,2694.186609681989,2593.4717614913943,5753.053792317708,0.13751220703125,-340.2861633300781,75.58921813964844,-10.523097038269043,5.994654178619385,5.377627849578857,12.449055671691895,-5.037662029266357,14.018157005310059,-0.4247487485408783,6.127131938934326,-8.821674346923828,5.065176486968994,-5.720354080200195,4.159766674041748,-4.518459796905518,6.355523109436035,7.4920477867126465,14.94512939453125,-4.366271018981934,7.297693252563477,Crying
1-60997-A.ogg,0.36275556683540344,0.05507151782512665,3356.7544325187455,2156.2312836354085,5729.327392578125,0.21534333405671297,-327.20855712890625,-2.2589993476867676,-59.013702392578125,7.626915454864502,-49.45648956298828,8.458980560302734,-7.655902862548828,1.4512624740600586,-9.171780586242676,-1.0267096757888794,-15.606255531311035,-7.274028301239014,0.4404332637786865,4.816905498504639,0.3640948534011841,16.013961791992188,6.5942301750183105,6.688852787017822,-2.0220513343811035,-0.7899641990661621,Crying
1-60997-B.ogg,0.31855058670043945,0.054427701979875565,3549.5320038483737,2014.0709995494533,5796.0205078125,0.22791657624421297,-294.64752197265625,-34.11353302001953,-79.80033111572266,13.686729431152344,-50.741031646728516,8.478696823120117,-14.892621040344238,6.8782877922058105,-12.33791732788086,-1.201614260673523,-24.161203384399414,-9.577213287353516,2.0419139862060547,8.012170791625977,4.157123565673828,16.89961051940918,7.915350437164307,1.820993185043335,-5.574161052703857,-2.1334617137908936,Crying
2-107351-A.ogg,0.30525103211402893,0.1426907330751419,3091.2652414056215,2214.430275471298,5475.068450642523,0.1971127518983645,-181.335205078125,15.79330825805664,-64.7249984741211,5.083282947540283,-11.57451057434082,-18.609281539916992,-24.958181381225586,20.37264060974121,1.7761797904968262,-1.4617897272109985,-6.328996181488037,6.167145729064941,6.4902496337890625,11.878929138183594,-5.574084758758545,5.550994396209717,-4.076339244842529,3.0368812084198,-6.94840669631958,-0.7102792859077454,Crying
2-107351-B.ogg,0.2705173194408417,0.19281673431396484,3088.000642135443,2061.749950382473,5037.3240152994795,0.20273618344907407,-170.57623291015625,-0.4935658872127533,-76.91728210449219,7.464077472686768,-5.081470966339111,-2.5115487575531006,-21.527708053588867,18.202938079833984,7.935779571533203,-5.5588250160217285,-7.796662330627441,11.871406555175781,12.405149459838867,6.229228973388672,-2.1365365982055664,8.085023880004883,-7.5841755867004395,3.523836374282837,-0.9770089387893677,7.3093037605285645,Crying
2-151079-A.ogg,0.361798495054245,0.045445408672094345,2623.053095956332,2396.5386624473913,5329.4677734375,0.1139187282986111,-321.794189453125,41.15531921386719,-40.233978271484375,-23.715883255004883,-15.023242950439453,5.28347110748291,6.065387725830078,9.343421936035156,-2.0664310455322266,5.334335803985596,-10.25336742401123,5.4639105796813965,-0.2766434848308563,1.7497838735580444,7.842423439025879,6.653830051422119,4.792294025421143,11.51020336151123,0.09726715087890625,7.562702655792236,Crying
2-50665-A.ogg,0.2465333789587021,0.047823842614889145,1513.9792782140978,1320.0945102107246,2795.6278483072915,0.08334915726273148,-429.4764404296875,18.076133728027344,-24.45037078857422,11.76948356628418,-19.623781204223633,1.3958466053009033,-4.950252056121826,1.1587210893630981,14.856184959411621,-6.185708045959473,-0.0034717365633696318,10.224236488342285,13.049763679504395,15.629670143127441,9.366440773010254,5.371158599853516,-8.820082664489746,-0.6988568902015686,-0.3045107424259186,1.5288835763931274,Crying
2-50666-A.ogg,0.2652287781238556,0.08181559294462204,2082.3742996059004,1887.9371307528036,4241.44287109375,0.10078486689814815,-309.2955322265625,54.20698165893555,-31.920433044433594,31.774919509887695,-28.981874465942383,2.3452258110046387,-19.551048278808594,4.1008782386779785,27.940879821777344,7.275745391845703,-0.26600363850593567,-2.370666027069092,-3.055115222930908,-13.548301696777344,-3.1123545169830322,-2.4681661128997803,10.392333030700684,15.629947662353516,15.978666305541992,18.98322868347168,Crying
2-66637-A.ogg,0.4431804120540619,0.0698457658290863,4143.078447397266,2891.6905436990805,7622.4049886067705,0.28391068070023145,-202.31414794921875,30.19103240966797,-13.506233215332031,-8.691072463989258,-15.421087265014648,-7.426441192626953,-17.043298721313477,20.071414947509766,-4.533208847045898,10.807884216308594,-5.078262805938721,4.565310955047607,0.3944858908653259,9.449725151062012,-4.490088939666748,5.352426052093506,-10.988142967224121,3.2074263095855713,-7.149011611938477,6.8285393714904785,Crying
2-66637-B.ogg,0.4793858528137207,0.047572165727615356,3547.785196559608,2820.5794801052566,7051.725260416667,0.2148166232638889,-219.400390625,50.851097106933594,-16.41815948486328,-8.583584785461426,-14.615607261657715,9.525565147399902,-12.209660530090332,15.25754165649414,-2.5712764263153076,7.263566970825195,-8.40755558013916,4.545793056488037,-8.201108932495117,11.416135787963867,-0.6113355159759521,8.203601837158203,-6.17423677444458,5.501245498657227,-7.299191951751709,4.279743194580078,Crying
2-80482-A.ogg,0.3675033152103424,0.034829605370759964,3941.182667321785,2610.144967223633,7211.529541015625,0.24414514612268517,-359.4533386230469,-41.061405181884766,-75.78070831298828,-32.12451171875,-23.618444442749023,-16.113298416137695,-15.570881843566895,4.095473289489746,-25.193727493286133,4.514846324920654,-11.597517967224121,8.185515403747559,-9.769962310791016,-6.23299503326416,-2.0364506244659424,13.208991050720215,5.082866191864014,8.843953132629395,3.985354423522949,13.858073234558105,Crying
3-151080-A.ogg,0.32929638028144836,0.0853303074836731,2927.4603679211,2362.7505448665033,5561.2986246744795,0.1507839626736111,-192.53860473632812,43.022705078125,-61.06501007080078,-20.385690689086914,-30.509994506835938,3.2464559078216553,7.245175361633301,18.318344116210938,-16.563636779785156,16.58039093017578,-19.682287216186523,7.939001560211182,-9.961320877075195,-14.135163307189941,-12.908183097839355,7.849488258361816,-7.236388206481934,-0.6653935313224792,-9.478105545043945,4.025864124298096,Crying
3-151081-A.ogg,0.3220444321632385,0.08700971305370331,3476.2228941615763,2614.930744253416,6593.9951578776045,0.16791675708912038,-193.8331298828125,18.00314712524414,-36.901466369628906,-5.414139270782471,-19.683195114135742,22.152944564819336,11.050179481506348,21.389554977416992,-1.9373276233673096,6.166863441467285,-2.7979674339294434,11.660563468933105,-10.559761047363281,-4.56524133682251,-11.699403762817383,8.397361755371094,-3.4190165996551514,3.6143717765808105,-1.6903536319732666,9.627494812011719,Crying
3-151081-B.ogg,0.3132738769054413,0.07979454845190048,2011.1891049209237,2148.388140564564,3902.1453857421875,0.09134928385416667,-243.09414672851562,87.06349182128906,-31.71830940246582,-2.225797414779663,-14.191139221191406,5.392291069030762,10.9429931640625,32.019012451171875,7.884839057922363,-0.9544718861579895,-0.7030077576637268,0.7276438474655151,-9.840584754943848,1.9273262023925781,-15.202898979187012,4.86098575592041,-4.012221336364746,2.8432958126068115,-3.3180038928985596,10.311211585998535,Crying
3-152007-A.ogg,0.30457234382629395,0.07975348830223083,2853.3792951220607,2141.1582148492953,5361.5183512369795,0.17960838035300927,-328.65057373046875,13.733757972717285,-47.80198287963867,8.268336296081543,-25.78087043762207,-4.290273666381836,-39.286956787109375,-4.4303765296936035,-2.683114528656006,-5.747363567352295,-9.90869140625,4.43593692779541,3.8829777240753174,12.776482582092285,4.030513286590576,6.536262035369873,-1.3391073942184448,-9.779559135437012,-4.444674015045166,-4.713344097137451,Crying
3-152007-B.ogg,0.26112884283065796,0.1633622795343399,2546.2332460868242,1914.7964204370926,4840.8335367838545,0.14872685185185186,-179.62364196777344,53.77849578857422,-75.74154663085938,-6.107196807861328,-50.31928634643555,-5.612051010131836,-38.832496643066406,-12.28970718383789,22.075084686279297,-16.31692123413086,-19.287769317626953,-4.941564559936523,-9.309379577636719,2.8217694759368896,3.110656499862671,11.737022399902344,-1.0668193101882935,-8.009987831115723,2.3035783767700195,-7.113585948944092,Crying
3-152007-C.ogg,0.26200801134109497,0.10679847747087479,2480.159490398551,2037.274962315096,4670.113118489583,0.14624475549768517,-298.2239990234375,36.0985221862793,-40.92282485961914,17.03268051147461,-29.95071792602539,-14.334807395935059,-34.9715461730957,-7.674747943878174,-3.019605875015259,-16.20608901977539,-12.478165626525879,3.8119964599609375,-4.52561092376709,2.417997360229492,7.962969779968262,16.10594940185547,4.811090469360352,-8.522649765014648,-5.508184432983398,-6.949722766876221,Crying
3-152007-D.ogg,0.2533346712589264,0.13992583751678467,3008.928375716461,2038.4615437691116,5290.688069661458,0.1960991753472222,-266.9872741699219,0.7636447548866272,-74.71749114990234,3.5194437503814697,-32.096588134765625,-3.3151707649230957,-36.566837310791016,-4.319077491760254,-14.830747604370117,-4.293385982513428,2.700007200241089,2.9670257568359375,-1.687865138053894,10.453841209411621,8.13343334197998,-1.1841773986816406,2.1617071628570557,-4.261926651000977,-5.574549198150635,-2.807420015335083,Crying
3-152007-E.ogg,0.20126305520534515,0.12535439431667328,2465.0455592432486,1909.9668711102643,4636.2681070963545,0.12716109664351852,-236.04017639160156,42.60564041137695,-68.30120849609375,17.35318374633789,-54.57160568237305,-17.453842163085938,-39.81028747558594,-25.64967155456543,8.431974411010742,-18.845809936523438,-16.335365295410156,-5.8989996910095215,-7.978871822357178,7.818527698516846,14.450117111206055,12.541845321655273,9.930628776550293,-7.631196022033691,-7.114543437957764,-9.931617736816406,Crying
4-167077-A.ogg,0.4663466513156891,0.058484215289354324,2794.2262359248234,2851.89259938151,6272.941080729167,0.10605649594907407,-284.0278015136719,54.82423782348633,-1.263366937637329,-1.9709686040878296,0.4705908000469208,-2.295865297317505,2.3413100242614746,21.537792205810547,7.0817108154296875,6.491910457611084,-5.101974964141846,4.961609363555908,-5.340864181518555,8.473844528198242,0.0418345145881176,6.995986461639404,2.9791858196258545,8.742232322692871,-1.4631693363189697,11.231932640075684,Crying
4-167077-B.ogg,0.3211013376712799,0.09832905232906342,2978.3533210517235,2678.3217582553043,6454.0293375651045,0.13674361617476852,-210.63418579101562,44.892234802246094,-25.438005447387695,-3.883805990219116,-5.68675422668457,-14.441838264465332,-12.554553985595703,19.880144119262695,-5.504740238189697,9.157448768615723,-17.834636688232422,3.4079737663269043,-1.50972318649292,8.461029052734375,-1.6354714632034302,10.150152206420898,4.3841776847839355,19.064245223999023,-1.0575833320617676,9.157703399658203,Crying
4-167077-C.ogg,0.3295052945613861,0.06072095409035683,2593.6712635263802,2386.6615968495075,5069.7235107421875,0.11104555483217593,-269.8380432128906,62.014747619628906,-32.32162094116211,-2.9910495281219482,-14.69770622253418,-5.143035888671875,-9.149214744567871,10.954856872558594,-2.1571154594421387,7.402072429656982,-16.121660232543945,4.494128704071045,-3.996090888977051,4.956851482391357,-1.6962639093399048,7.153380870819092,0.17242629826068878,12.473344802856445,1.425305724143982,13.412497520446777,Crying
4-185575-A.ogg,0.36153316497802734,0.05584544315934181,2882.0643314048,2425.7855692303,5778.7241617838545,0.1789211697048611,-220.34005737304688,61.63581466674805,-29.493059158325195,7.194821834564209,-4.5856194496154785,2.387535572052002,-29.8397216796875,14.487896919250488,-1.7536866664886475,7.985455513000488,-15.63223648071289,0.4869738817214966,-1.2624045610427856,-6.635895729064941,-8.291220664978027,2.372523069381714,-0.2148774117231369,9.49180793762207,-1.754237413406372,2.6107070446014404,Crying
4-185575-B.ogg,0.3502331078052521,0.08236774057149887,2431.218969018243,2262.1473195868557,4950.343831380208,0.1331764503761574,-207.1493377685547,77.427978515625,-33.324100494384766,3.012235641479492,-13.09164810180664,-1.7375564575195312,-39.795928955078125,6.724759101867676,-12.760677337646484,7.114593982696533,-12.416418075561523,5.059733867645264,-6.044821739196777,-3.067237615585327,-7.003812313079834,3.1257216930389404,-6.625014305114746,5.319165229797363,-2.322575330734253,2.1988308429718018,Crying
4-185575-C.ogg,0.30408942699432373,0.06632956117391586,2499.7208953997883,2251.2603792556224,4990.618896484375,0.13972981770833334,-256.9638977050781,60.272064208984375,-39.36112594604492,-3.5016520023345947,-13.539881706237793,-0.8366549015045166,-32.311832427978516,-1.0790272951126099,-13.415765762329102,-3.905832052230835,-12.06911849975586,2.9721853733062744,-11.260980606079102,-0.4583415389060974,-3.447578191757202,8.249813079833984,4.194742202758789,2.269256114959717,-8.812151908874512,-5.149850368499756,Crying
4-59579-A.ogg,0.32347890734672546,0.14138861000537872,3127.2978869304725,2195.5827238042516,5648.179117838542,0.17882170500578703,-223.07421875,6.392426490783691,-43.93294143676758,8.26245403289795,-9.318620681762695,8.961779594421387,-29.377246856689453,6.477465629577637,0.7358234524726868,2.9993999004364014,-9.61345100402832,0.7865738868713379,3.1394834518432617,6.669564247131348,-4.12097692489624,7.025876998901367,-5.175540924072266,5.737950801849365,0.44239261746406555,3.3886935710906982,Crying
4-59579-B.ogg,0.18788334727287292,0.06286057084798813,1044.4609039252036,1050.642352509961,2047.149658203125,0.05141646773726852,-369.0943298339844,40.18136978149414,-17.46491241455078,-0.2535608112812042,-15.736968994140625,-6.376351833343506,-24.14728546142578,3.6800737380981445,-2.2511212825775146,-4.337601184844971,-0.3657667338848114,-2.0328235626220703,-1.0773488283157349,3.2553560733795166,0.4856397211551666,8.276284217834473,5.447876453399658,0.25495588779449463,6.6547675132751465,-4.507288455963135,Crying
5-151085-A.ogg,0.3379446566104889,0.0831504687666893,3089.5764528990567,2370.173743801655,5792.9799397786455,0.16425012659143517,-162.9576873779297,34.719852447509766,-69.22343444824219,-22.643112182617188,-33.039302825927734,4.42188024520874,4.421298980712891,19.423810958862305,-20.164600372314453,15.654072761535645,-20.707609176635742,8.327982902526855,-11.17310619354248,-13.640486717224121,-14.7103271484375,7.867865562438965,-7.977291584014893,-2.1705427169799805,-11.257304191589355,3.804314136505127,Crying
5-198411-A.ogg,0.27155801653862,0.0574648380279541,2728.535039196696,2253.1612924789947,5130.9336344401045,0.1451099537037037,-275.561767578125,28.09296417236328,-41.19114303588867,12.79911994934082,-4.28383731842041,8.24858283996582,-8.565388679504395,5.594299793243408,4.101254463195801,8.974720001220703,0.7403603792190552,5.531670093536377,4.275103569030762,21.492586135864258,10.757323265075684,16.89987564086914,0.3659200966358185,0.7992630004882812,-9.25849437713623,5.218323707580566,Crying
5-198411-B.ogg,0.25679412484169006,0.06386686861515045,2279.63827399565,2275.074805887933,4912.9099527994795,0.1080050998263889,-260.3480224609375,76.87252807617188,-9.73344898223877,27.438100814819336,-26.584949493408203,4.855606555938721,-8.17013168334961,-1.3441438674926758,10.553082466125488,-3.0326526165008545,18.009450912475586,-0.32403141260147095,-0.8425207734107971,11.434466361999512,7.534281253814697,8.566363334655762,2.309497356414795,10.349568367004395,2.8490428924560547,17.25528335571289,Crying
5-198411-C.ogg,0.2250560075044632,0.07095669209957123,1526.3971635512364,2022.1424358398149,2801.758829752604,0.059294524016203706,-285.005859375,116.86035919189453,4.968017101287842,1.160147786140442,-27.067943572998047,-8.645404815673828,-27.026317596435547,-20.394765853881836,5.110687255859375,-1.2537449598312378,10.093442916870117,3.8229243755340576,3.0443010330200195,10.54801082611084,10.386346817016602,14.936457633972168,12.507851600646973,15.58976936340332,4.253344535827637,9.618562698364258,Crying
5-198411-D.ogg,0.2722507417201996,0.08533069491386414,2435.266283874539,2183.471462596367,4774.1404215494795,0.13526746961805555,-202.34500122070312,67.62913513183594,-35.68031311035156,16.748783111572266,-25.595829010009766,-7.107727527618408,-20.004653930664062,2.7420666217803955,3.28117036819458,-1.070294737815857,17.322734832763672,2.003225088119507,9.938420295715332,27.586828231811523,2.177034616470337,6.699904918670654,-1.391749382019043,11.751178741455078,-6.197915077209473,10.428228378295898,Crying
5-198411-E.ogg,0.21036075055599213,0.1292392462491989,2301.2500183898223,2280.2674069327836,4697.528076171875,0.10116012008101852,-194.23130798339844,83.19351959228516,-7.977895259857178,24.342647552490234,-45.59785461425781,3.688135862350464,-8.19395637512207,-14.44127082824707,1.7174268960952759,-8.85690689086914,28.260927200317383,-3.7990503311157227,11.906770706176758,29.308162689208984,12.365799903869629,14.81147575378418,-0.35618987679481506,9.547842979431152,-10.623821258544922,13.207830429077148,Crying
5-198411-F.ogg,0.2741529643535614,0.07953017950057983,2807.7047988875506,2094.3065169841234,4809.580485026042,0.17193603515625,-268.835205078125,14.516790390014648,-66.21212005615234,15.291406631469727,6.581186771392822,2.4484338760375977,-11.72309398651123,9.747515678405762,16.098384857177734,6.669595718383789,2.971771001815796,12.827496528625488,14.171501159667969,15.382576942443848,-0.9321622252464294,7.278000354766846,7.416318893432617,1.6130057573318481,-9.153863906860352,3.669229030609131,Crying
5-198411-G.ogg,0.3403651714324951,0.052404437214136124,1981.0247765032593,2277.091888644339,4450.594075520833,0.07980911820023148,-311.0459289550781,89.51067352294922,-0.023023534566164017,16.632646560668945,-26.992902755737305,2.1013522148132324,-7.7362751960754395,-3.7975385189056396,14.39244270324707,0.09936488419771194,26.40668487548828,6.896696090698242,7.586879253387451,14.725610733032227,1.0464859008789062,3.580775022506714,7.845946311950684,15.288224220275879,4.064434051513672,10.151610374450684,Crying
Louise_01.m4a_0.wav,0.24059328436851501,0.1436099261045456,2806.1517868471146,2559.008049058859,5845.168050130208,0.1197193287037037,-239.0474395751953,49.26409149169922,5.534479141235352,33.28392028808594,-28.216413497924805,8.340660095214844,-8.640937805175781,-0.43920955061912537,-12.93211555480957,-3.4579670429229736,-1.64573073387146,-14.624595642089844,8.490291595458984,-0.5399017333984375,7.470632553100586,13.375054359436035,19.36452293395996,7.203680992126465,1.0161330699920654,1.9916266202926636,Crying
Louise_01.m4a_1.wav,0.2959928810596466,0.0735083743929863,2977.4001850191685,2607.4596088300914,6089.310709635417,0.14395932798032407,-278.2151794433594,51.058040618896484,-0.16607284545898438,30.906982421875,-23.56684684753418,6.137396812438965,-10.429093360900879,3.799985647201538,-10.801464080810547,-1.5893303155899048,-0.12186043709516525,-9.265236854553223,5.193302631378174,-0.38864758610725403,5.838857650756836,8.803622245788574,14.194060325622559,3.3088090419769287,1.6778403520584106,4.405181407928467,Crying
Louise_01.m4a_10.wav,0.29115697741508484,0.08754225075244904,3073.573077803428,2366.0311177275225,5711.5325927734375,0.16822871455439814,-219.93753051757812,14.766434669494629,-51.89574432373047,2.7370877265930176,-17.25811004638672,-2.37138032913208,-2.760195732116699,-7.045070171356201,-20.25941276550293,-0.49091410636901855,-1.7000818252563477,-1.8525875806808472,3.1651418209075928,15.805152893066406,-4.5231218338012695,15.728907585144043,-6.10496711730957,5.782321929931641,-6.903687000274658,4.136567115783691,Crying
Louise_01.m4a_11.wav,0.28830400109291077,0.08448433130979538,3028.5209929682323,2290.0709394029536,5518.1325276692705,0.16904251663773148,-229.3785400390625,17.724672317504883,-50.06156539916992,6.5661091804504395,-19.369619369506836,-0.6865429282188416,-0.14990460872650146,-3.8663344383239746,-13.613289833068848,-0.0587988942861557,-1.8215913772583008,-3.3625717163085938,0.15225523710250854,14.533796310424805,-8.051812171936035,14.913748741149902,-7.232244491577148,4.4006266593933105,-4.138884544372559,4.850749969482422,Crying
Louise_01.m4a_12.wav,0.2599649429321289,0.08388601243495941,2962.3980906825786,2335.519752825645,5498.9919026692705,0.15561704282407407,-231.0276641845703,25.088035583496094,-45.52200698852539,1.3056845664978027,-29.013309478759766,-0.6409984827041626,0.37200871109962463,-2.706124782562256,-12.290900230407715,-2.251803398132324,-1.1724672317504883,-5.221588611602783,4.50825309753418,16.05234718322754,-0.05101408809423447,15.058157920837402,-9.662891387939453,-0.4781925082206726,-8.886363983154297,4.4783477783203125,Crying
Louise_01.m4a_13.wav,0.25634825229644775,0.08120449632406235,2884.306070968678,2420.809636082244,5548.787434895833,0.14684606481481483,-250.61790466308594,32.14155960083008,-34.42338562011719,-1.738862156867981,-31.795072555541992,-1.0310335159301758,3.5600008964538574,-3.6331357955932617,-12.060218811035156,-2.360701322555542,-3.8356752395629883,-7.702508926391602,4.766424655914307,15.743522644042969,6.090548992156982,17.073883056640625,-4.869136810302734,1.3307639360427856,-8.541773796081543,-0.21165134012699127,Crying
Louise_01.m4a_14.wav,0.22593830525875092,0.06788817793130875,2732.456515118619,2425.7798749496155,5353.592936197917,0.12599916811342593,-270.0636901855469,40.09672546386719,-26.46010971069336,3.7549190521240234,-32.5120964050293,-3.202918767929077,-0.14210198819637299,-2.8437469005584717,-9.51937198638916,-6.783229351043701,-3.5643813610076904,-11.484515190124512,6.492593765258789,14.526158332824707,7.8827643394470215,17.11695671081543,-1.020443081855774,5.425784587860107,-6.507176876068115,-0.2573023736476898,Crying
